videoId,commentId,commentAuthor,authorChannelId,commentText,commentLikeCount,commentPublishedAt,commentUpdatedAt,commentReplyCount,language,textClean,feeling
UaEk4ABT55I,UgztwnF18_-EoLzsWlZ4AaABAg,@Lukaogames777,UCNpfcMuTfSH0R9cnwmvRgKA,Eu ja fiz minhas denuncias com prazer! 😊,0.0,2026-03-19T13:31:30Z,2026-03-19T13:31:30Z,0.0,pt,Eu ja fiz minhas denuncias com prazer! 😊,Neutro
m1MAOpaS-TQ,Ugzv5P_XOJDxvBYVrs94AaABAg,@EdnaldoPereira-cu7iwk,UCUtvTNgyY7xGHSIz3CmhW9g,O meu não foi ainda,1.0,2026-03-02T01:13:53Z,2026-03-02T01:13:53Z,0.0,pt,O meu não foi ainda,Neutro
ESNbYOO-gnE,Ugzmk2GA7mBDUrEJVTl4AaABAg,@ZephyrAlphaOne,UC_eQVSUdxcsWffcq3iy1xTg,Todo mundo é uma prostituta. Só não sabemos o seu preço.,0.0,2025-10-30T13:51:45Z,2025-10-30T13:51:45Z,0.0,pt,Todo mundo é uma prostituta. Só não sabemos o seu preço.,Negativo
XALsFn5iYdY,UgwHE5e3L420CMk2snF4AaABAg,@Maluzinhablox_ofc,UC-5QOVwNFej_hBDjBOPWVIA,Tão tentando  tá nos separando das amizades👺,1.0,2026-03-17T14:22:09Z,2026-03-17T14:22:09Z,0.0,pt,Tão tentando tá nos separando das amizades👺,Neutro
6v_sXgu8geE,UgzZh0AipLXxR3t7I014AaABAg,@Cecí-iroha,UCn_uWmjw4tuTjD_HmxelC-g,Vc viu da pietra Quintela ficou linda,1.0,2025-10-22T20:48:57Z,2025-10-22T20:48:57Z,0.0,pt,Vc viu da pietra Quintela ficou linda,Positivo
p0VBAGovUtc,Ugwpd48pdie8CRAGpMJ4AaABAg,@Gato_salada,UCCKKR62xMZooNwQ0SRW_nIA,"Eu te amo felca, te amo felca com todas as minhas forças, mas deveria aumentar a idade minima pra 80 anos e colocar requisitos necessários para jogar (ser aposentado e pai de 3 filhos(a)) seria muito bom",1.0,2026-03-15T22:35:52Z,2026-03-15T22:35:52Z,3.0,pt,"Eu te amo felca, te amo felca com todas as minhas forças, mas deveria aumentar a idade minima pra 80 anos e colocar requisitos necessários para jogar (ser aposentado e pai de 3 filhos(a)) seria muito bom",Positivo
_wAA49mOOHc,UgwpnUwJb1s3cLN5R0B4AaABAg,@analuciabatista4745,UConsqyGvSkgB-4FtOiZIvcg,"Obrigado   era assim que estava mim sentindo. Np fundo do posso   fui omilhada pelo meu filho  minha nora    
Por sengundo eles eu não  sei amar  não  fui uma boa mãe   e estou repetindo com  vó   essas fpi as palavras que eu ouvir do meufilho    em  um dos audios que ele mim mando         fora outros   
 Fiqiei muito mal    o senhor  que eo nosso  Deus  que mim consolou mim levantou",0.0,2025-08-15T18:20:50Z,2025-08-15T18:20:50Z,0.0,pt,Obrigado era assim que estava mim sentindo. Np fundo do posso fui omilhada pelo meu filho minha nora Por sengundo eles eu não sei amar não fui uma boa mãe e estou repetindo com vó essas fpi as palavras que eu ouvir do meufilho em um dos audios que ele mim mando fora outros Fiqiei muito mal o senhor que eo nosso Deus que mim consolou mim levantou,Neutro
AH2JImEb44c,Ugy1TUna5RrrWpEwpXB4AaABAg,@jeanzinn16,UCkzE5_YOa4EA7WZQwLZLmCA,Kim você ganhou o achievment - The king of obstruction 😂,427.0,2025-12-18T18:13:04Z,2025-12-18T18:13:04Z,1.0,pt,Kim você ganhou o achievment - The king of obstruction 😂,Neutro
D8BeGV_pmdE,UgzWF0KSo9k3yDKjE0B4AaABAg,@PbPiloto46,UCNreZFMVDk3pu7YA7YE2KPw,Falto o ovo😂😂lá ele,0.0,2025-12-02T17:00:06Z,2025-12-02T17:00:06Z,0.0,pt,Falto o ovo😂😂lá ele,Neutro
CbAkMzYs6dc,UgxCzAOxAgD2IbDFCnJ4AaABAg,@BluududeDosDentao,UCRl3M1wOBJ7Nxni6nGAkqeg,fake é só focar pra a de verde,0.0,2026-01-24T00:42:07Z,2026-01-24T00:42:07Z,0.0,pt,fake é só focar pra a de verde,Neutro
_B4HcThi6jA,UgxiiKcIq3DgZtKtFuN4AaABAg,@GalactyKrex,UCp4LfOIENTo5pOGnOyi2jWQ,"de verdade, eu acho que essa cosia de verificação de idade usando IA, é só pra desenvolver a própria IA, ou vai dizer que é só para benefício do roblox e ponto?? No começo eu estava reclamando, até um dia depois da verificação, quase nada mudou. Eu conseguindo conversar com meus amigos de boa, e amigos mais velhos que eu considerava importantes, conhecidos da vida real ou que tinha confiança, normalmente eu tinha adicionado em outra plataforma.",0.0,2026-01-15T19:11:56Z,2026-01-15T19:11:56Z,0.0,pt,"de verdade, eu acho que essa cosia de verificação de idade usando IA, é só pra desenvolver a própria IA, ou vai dizer que é só para benefício do roblox e ponto?? No começo eu estava reclamando, até um dia depois da verificação, quase nada mudou. Eu conseguindo conversar com meus amigos de boa, e amigos mais velhos que eu considerava importantes, conhecidos da vida real ou que tinha confiança, normalmente eu tinha adicionado em outra plataforma.",Neutro
pmuisNOzGuU,UgxKsvbeAX1JVfnFm514AaABAg,@antoniocarloseduardoalves3064,UC0NUu8aRn01336svrOkSzYg,Se a leitão tá defendendo com certeza tem mutreta😂😂😂,0.0,2025-08-15T11:19:32Z,2025-08-15T11:19:32Z,0.0,pt,Se a leitão tá defendendo com certeza tem mutreta😂😂😂,Negativo
t4G2pwhWQ_Y,UgwEkDafQBhu_PeMu7Z4AaABAg,@thzin_gg,UCDPbrXGrKgdJ-bvyIPyzfxg,ele ainda escova os dentes com manteiga?,0.0,2026-01-21T07:25:42Z,2026-01-21T07:25:57Z,0.0,pt,ele ainda escova os dentes com manteiga?,Neutro
Re2Olv2Xw-Y,UgzdwdV_G_7sLKXSVzp4AaABAg,@puunpiki,UCSIs9QSjKArc2DIlAE5R7Mg,tarde,0.0,2025-08-25T19:29:49Z,2025-08-25T19:29:49Z,0.0,pt,tarde,Neutro
lmOXWXmr-oE,Ugx_Bnx02YSQoNC0N154AaABAg,@mitogeloh,UCDypC0D7vhOEV5VOmxfwZ8A,"4:04 o youtube remove meus video por musica, mas olha essas VHS",26.0,2025-12-02T15:07:01Z,2025-12-02T15:07:01Z,1.0,pt,"4:04 o youtube remove meus video por musica, mas olha essas VHS",Neutro
iuI0zwW-Ea0,UgxYGQhxGCMSBxZ7B5h4AaABAg,@VictorStopSD,UC4n79X0FPoJL_v2vI8npFqw,7:01 que porra é essa kkkkkkkkk,81.0,2025-11-30T20:33:34Z,2025-11-30T20:33:34Z,0.0,pt,7:01 que porra é essa kkkkkkkkk,Neutro
CAeAxy_As40,UgzjbRyZ0NJIfbpmOhd4AaABAg,@brunobateraPMMG_Mods,UC7PDX-cWIEozAqm0x1qwWHA,"Todo controle vem mascarado de proteção 🪬.
Governo deste mundo é satânico.",0.0,2026-03-18T15:27:46Z,2026-03-18T15:27:46Z,0.0,pt,Todo controle vem mascarado de proteção 🪬. Governo deste mundo é satânico.,Negativo
GAfRmmGEvgc,Ugz2Gt5sJ34cddHa_w94AaABAg,@joseneideoliveira1504,UCSoBxH46dbC-xv70LuuusSQ,Tamo junto play guima,0.0,2026-01-29T17:36:29Z,2026-01-29T17:36:29Z,0.0,pt,Tamo junto play guima,Positivo
yGR28TaAfZE,UgzEgsfzajYlG3-8fV14AaABAg,@SamuelBrito-g4q,UC5kWn3une7egHjd0hA7YLQw,Céu que é verdade que eu você vai maniu robbox,1.0,2026-03-04T17:38:38Z,2026-03-04T17:38:38Z,0.0,pt,Céu que é verdade que eu você vai maniu robbox,Neutro
BVpdzmMuwSY,Ugy59inMxEzP7IG4xbh4AaABAg,@kelylima1889,UCY-u4I4jkIJp5OAIvY_Pehw,"É porque precisa ter coragem pra peitar o sistema, tem que ter coragem pra falar a verdade ou pelo menos o que pensa de verdade mesmo que as vezes seja escroto o que você pensa, só não precisa ter coragem pra fumar maconha só precisa ser burro mesmo.",0.0,2026-03-19T02:57:06Z,2026-03-19T02:57:06Z,0.0,pt,"É porque precisa ter coragem pra peitar o sistema, tem que ter coragem pra falar a verdade ou pelo menos o que pensa de verdade mesmo que as vezes seja escroto o que você pensa, só não precisa ter coragem pra fumar maconha só precisa ser burro mesmo.",Negativo
Nr6x-XXgf_g,UgyoKfLiNmrX-wpp-tN4AaABAg,@Giovanna-h4o,UChpUIkaXWukK7JDpU4_vV9w,"Maxe Runner, correr ou morrer( acho que é assim que escreve) melhor filme do universo inteiro",0.0,2026-01-01T00:41:33Z,2026-01-01T00:41:33Z,0.0,pt,"Maxe Runner, correr ou morrer( acho que é assim que escreve) melhor filme do universo inteiro",Neutro
Kkrihnde1ug,UgxHWehKywD8QzN-zkR4AaABAg,@JesusTheKingK,UCSGHZB7JqyRiHNEJmffUU-A,o cara acabou com tudo e acha que ta certo KKKKKKK foda viu,0.0,2026-03-22T23:14:29Z,2026-03-22T23:14:29Z,0.0,pt,o cara acabou com tudo e acha que ta certo KKKKKKK foda viu,Negativo
FEElcj_ljDM,Ugy1ZC32hqzRNIqd8-N4AaABAg,@marcelocampista8346,UC9BvBL72dfmeUtdwHyGbR3A,É uma desgraça mesmo essa justiça brasileira.,0.0,2026-02-22T11:48:02Z,2026-02-22T11:48:02Z,0.0,pt,É uma desgraça mesmo essa justiça brasileira.,Negativo
5bDEMrWn0Us,UgxYvSqtfprbqsY-XTh4AaABAg,@mndssilva_,UCw_V41zMFx3_BRssyPEDCEQ,Que a North ache um “norte”quando crescer,276.0,2026-02-27T22:47:19Z,2026-02-27T22:47:19Z,3.0,pt,Que a North ache um “norte”quando crescer,Neutro
giajdh2ToQ4,UgyOWiKdPJJag_eHuwl4AaABAg,@GMEDITSFX2,UCtlT9zNNlp6jEthg-4uIszw,Dia 2 do Renanplay sendo inocentado,0.0,2026-03-22T15:50:20Z,2026-03-22T15:50:20Z,0.0,pt,Dia 2 do Renanplay sendo inocentado,Neutro
PXYlldEfdc4,UgwP8PHRyK1sp7rchqJ4AaABAg,@Stroiton,UCfDddEZQVh05jcfprpD260A,Tantas coisas mais importantes rolando por ai e estão preocupados com VIDEOGAME,2.0,2026-03-21T17:01:47Z,2026-03-21T17:01:47Z,0.0,pt,Tantas coisas mais importantes rolando por ai e estão preocupados com VIDEOGAME,Negativo
lmOXWXmr-oE,UgwGErEn8Z2ZrQf1obJ4AaABAg,@Pedrofslwcapibara,UCzRlVDcbWKGex4GZkxlMsxQ,@SOICiSAI poderia continuar a sua série do show de humor né? aquela que começou a três anos e só teve um ep,0.0,2025-11-29T04:50:08Z,2025-11-29T04:50:08Z,0.0,pt,poderia continuar a sua série do show de humor né? aquela que começou a três anos e só teve um ep,Neutro
fKoSHn6XIOc,UgyRQQx8lw8adA3xwpp4AaABAg,@PIETRAGUIMARÃESDOSREIS,UCbQvnPO5NOsphBvZhPjDY7A,Devolve o meu chat 😢😢😢😊,0.0,2026-02-03T21:38:25Z,2026-02-03T21:38:25Z,0.0,pt,Devolve o meu chat 😢😢😢😊,Neutro
WRTKQeFUmPg,UgxIWKDz8nQJwnd3imB4AaABAg,@Lilia-ferreira,UCnn3cXxAXGFQO-r6f4XkooQ,Você ter banido o roblox,0.0,2025-12-26T15:00:40Z,2025-12-26T15:00:40Z,0.0,pt,Você ter banido o roblox,Neutro
mA3HKICB_Mo,UgyyBJ8vqmouJdXJmXt4AaABAg,@endrewsantossouza4008,UCFFp3_-OqAyRDaspJ-D9iDQ,Cara que nojo desse PT,1.0,2025-08-24T17:58:35Z,2025-08-24T17:58:35Z,0.0,pt,Cara que nojo desse PT,Negativo
VMeeF420fPQ,UgzvJPnUo17FYfIPg394AaABAg,@majufranca6499,UCCiaTUi2Qua54NW0QRQ8DKw,"Mds q noticia boa, que dia feliz",0.0,2026-02-24T20:19:04Z,2026-02-24T20:19:04Z,0.0,pt,"Mds q noticia boa, que dia feliz",Positivo
lp3aYnHrdeI,Ugw7axfd-saexgtwT654AaABAg,@gabrielaoliveira7791,UCmqEvd6ythwce8ovb9Ka0Nw,parece o tacthe,0.0,2025-12-19T13:46:56Z,2025-12-19T13:46:56Z,0.0,pt,parece o tacthe,Neutro
yvNNydemYQk,Ugy9UTOS_jX5zw3qT214AaABAg,@jorgerodrigues7694,UCsVEBZbloNMNydI5P0QxLsg,ata o cara não pode receber por trabalhar mas pode receber pra fazer propaganda de casa de aposta kkkk reaça é um bicho escroto mesmo,0.0,2025-10-31T20:21:24Z,2025-10-31T20:21:24Z,0.0,pt,ata o cara não pode receber por trabalhar mas pode receber pra fazer propaganda de casa de aposta kkkk reaça é um bicho escroto mesmo,Negativo
leHF_fZVDfo,UgwDn4G_oiZ9Apnfjad4AaABAg,@mikemagalhaes5479,UCn4RxZn1StOUY-hL9I3LUhw,"Biaquinha é a Virginia só que mais convicta da burrice.

OBS: Não acompanho o Felca",0.0,2025-12-18T16:21:10Z,2025-12-18T16:23:50Z,0.0,pt,Biaquinha é a Virginia só que mais convicta da burrice. OBS: Não acompanho o Felca,Negativo
naHLTm_l8TY,Ugzj555sV8vuHPWBwol4AaABAg,@eduardoedsonbernardodossan3399,UC3KX-GvSkah_nsot-4XEe5A,Felca você é um bicho de hoje chat do Roblox,0.0,2026-02-03T00:51:22Z,2026-02-03T00:51:22Z,0.0,pt,Felca você é um bicho de hoje chat do Roblox,Neutro
KT29sAhIej0,Ugzms90lhW3jqrNNe0p4AaABAg,@FernandoHenrique-h4c,UCqycAUwrOjo0nY-FPoQVrow,Fazer um talarico safado nojento sim ele tem tudo a ver,0.0,2026-01-23T00:17:43Z,2026-01-23T00:17:43Z,0.0,pt,Fazer um talarico safado nojento sim ele tem tudo a ver,Negativo
nDMKTF88gmo,Ugzrx5cC01m2MUY3cvJ4AaABAg,@Marydudaaa,UCo5PrAMlHl8FCC_PZB9n8uw,2:55 quero,1.0,2025-11-29T18:43:43Z,2025-11-29T18:43:43Z,0.0,pt,2:55 quero,Neutro
Blk6Vhs7ZCI,UgwBt_HsxJyQlllPqTJ4AaABAg,@VigilanteNoturno-ofc,UChRGey9atL2xM6kRqYceTaQ,Pior que agora o jogo do tigrão tá livre pra todas as idades e JOGO DE FADA e +18😢,0.0,2026-03-24T18:57:27Z,2026-03-24T18:57:27Z,0.0,pt,Pior que agora o jogo do tigrão tá livre pra todas as idades e JOGO DE FADA e +18😢,Neutro
Rb1TkdEunz8,Ugzo2s0k1urlDx9h69x4AaABAg,@Rabeloide_labels,UC1uES1kcxwCV9YSIcEjw00A,A MÃO VERDE AKAKKAKWKW MORRI,0.0,2026-01-18T18:49:32Z,2026-01-18T18:49:32Z,0.0,pt,A MÃO VERDE AKAKKAKWKW MORRI,Neutro
e-Jk42GXilE,UgzUkb7JRz_s2O5ZJ9F4AaABAg,@corvoreactbr,UCkmGBA7sjAolLJW0B7YIhhA,King Lau compra o próximo palhaço da dark web,0.0,2025-12-10T14:33:05Z,2025-12-10T14:33:05Z,0.0,pt,King Lau compra o próximo palhaço da dark web,Neutro
dC-Vq_JT2Xw,Ugw2w9gfBs-EUR0t7rF4AaABAg,@somelierdechupeta,UCFTAS-zRjc32adxz-qeQJ7w,"Eu só gastei dinheiro pra tirar o Yamal, O Leo Messi do pack de 2025, e o Peter Cech que eu precisava de dinheiro, agora eu só giro grátis e com as 100 moedas",0.0,2026-03-06T16:47:55Z,2026-03-06T16:47:55Z,1.0,pt,"Eu só gastei dinheiro pra tirar o Yamal, O Leo Messi do pack de 2025, e o Peter Cech que eu precisava de dinheiro, agora eu só giro grátis e com as 100 moedas",Neutro
-LVOO-rhNCs,UgyTf4srMVGz7dYZo014AaABAg,@Joaquim_cb,UCbJWVyOqMMN8NW5IC8p20Yw,Passou  até no sbt☠,0.0,2026-01-27T21:15:16Z,2026-01-27T21:15:16Z,0.0,pt,Passou até no sbt☠,Neutro
yGR28TaAfZE,UgxkyeSx69-GCK6eP4h4AaABAg,@CarolineGonçalves-e4d,UCHA8nHetu5CCr9mMW9arUfw,Felca vc vai lançar o minecraft dois? Pela a mor de deus😂 eu confio q vc vai ser o presidente do Brasil e o melhor q ja existiu 🎉😂😂😂,0.0,2026-03-14T21:55:44Z,2026-03-14T21:55:44Z,1.0,pt,Felca vc vai lançar o minecraft dois? Pela a mor de deus😂 eu confio q vc vai ser o presidente do Brasil e o melhor q ja existiu 🎉😂😂😂,Positivo
RnbPSYZQ7cU,Ugx1dzkloF01FyVBPq54AaABAg,@riquinho-q2o,UC6KA5kcqMrmyF0rpY1I5TjQ,felca está acabando com nossas vidas e de muitas outras crianssas  #Justissapelascrianssas,1.0,2026-03-26T01:20:07Z,2026-03-26T01:20:07Z,1.0,pt,felca está acabando com nossas vidas e de muitas outras crianssas #Justissapelascrianssas,Negativo
ObIYqiErtIo,UgytQqLHdhzjx5AVNV14AaABAg,@muleta123talvez,UCEkuGDMBmRsIWsb28sThN9w,A lei felca só fudeu o jovem fazendo ele ser refem de assistir videos no youtube. KKKKKKKKKKKKKK FAZ O L RAPAZIADA,58.0,2026-03-14T15:46:41Z,2026-03-14T15:46:41Z,15.0,pt,A lei felca só fudeu o jovem fazendo ele ser refem de assistir videos no youtube. KKKKKKKKKKKKKK FAZ O L RAPAZIADA,Negativo
1V6_0a5FaYw,Ugxut9GH0RomZF5_TaN4AaABAg,@BETOFLA013,UCU0q24jgS9fXLxB_S7x-6Xg,"Os grandes culpados são os próprios pais que querem vida mansa e ai coloca a responsabilidade nos filhos.  Agora eu nso lembro o nome da menina ,mas a própria mae incentiva a filha usar roupas de academia pra aparecer no Instagram.  Um absurdo!!!",0.0,2025-08-09T22:35:54Z,2025-08-09T22:35:54Z,0.0,pt,"Os grandes culpados são os próprios pais que querem vida mansa e ai coloca a responsabilidade nos filhos. Agora eu nso lembro o nome da menina ,mas a própria mae incentiva a filha usar roupas de academia pra aparecer no Instagram. Um absurdo!!!",Negativo
Sm_I8P8Mzm8,Ugxh-1Lbyw5Htv4IJUZ4AaABAg,@edaletemalaquias1526,UCvQgWAmYnMVi-Zrjgn9llXA,Vamos alguma coisa para fazer vaca pode cuidar da vida da gente ser assim só que se divertir cuida da nossa vida cara música contra o seu fica bloqueando o chat que que é isso,0.0,2026-03-01T14:02:45Z,2026-03-01T14:02:45Z,0.0,pt,Vamos alguma coisa para fazer vaca pode cuidar da vida da gente ser assim só que se divertir cuida da nossa vida cara música contra o seu fica bloqueando o chat que que é isso,Neutro
KN5afUd8Am8,UgxRxuRuEeuDE14JLDV4AaABAg,@clarah.almeida,UCgo00YYfOI5sEX-dYR2H2kg,Éee a esperança e a última q morre LITERALMENTE!.,0.0,2025-12-12T02:14:31Z,2025-12-12T02:14:47Z,0.0,pt,Éee a esperança e a última q morre LITERALMENTE!.,Neutro
DD3HM9fnpFg,UgxVADPLj1kuQEAQ1Ld4AaABAg,@Cleber_876,UCYtsfCcTueUszGcmGtFQ8GQ,Jhonny ganhou uma grana alta do papai do Xamu slc,0.0,2025-11-02T17:28:39Z,2025-11-02T17:28:39Z,0.0,pt,Jhonny ganhou uma grana alta do papai do Xamu slc,Neutro
KIH0rgTHxSo,UgzHTBt-EODjcos4kJB4AaABAg,@laurareisreis991,UCLxOG1T7ZgxE8MlPqi-rz_w,Vou tomar só de ver esse copo de água  me deu sede,0.0,2025-09-29T14:54:46Z,2025-09-29T14:54:46Z,0.0,pt,Vou tomar só de ver esse copo de água me deu sede,Neutro
9_GjVe3OfJU,UgwA2bgHAZMZF2ZRCxJ4AaABAg,@RebecaSilva-o6e,UCVB12gvrwbGtt48k389dgYw,Ainda bem que eu assistia scoobydoo,2.0,2025-11-26T15:09:04Z,2025-11-26T15:09:04Z,0.0,pt,Ainda bem que eu assistia scoobydoo,Neutro
__v0PByUaW0,UgzT0733gLBF6FwdiTR4AaABAg,@adeilsonSK,UCiHgDnxCfmJoKZ4nw-8DfOA,"eu desconfio que o felco perdeu a virgindade anal em uma aposta entre amigos... essa obsessão dele por apostas é um negócio fora do comum!!!
EDIT: a propaganda q apareceu foi da fatal model",0.0,2026-02-10T22:54:58Z,2026-02-10T23:16:08Z,0.0,pt,eu desconfio que o felco perdeu a virgindade anal em uma aposta entre amigos... essa obsessão dele por apostas é um negócio fora do comum!!! EDIT: a propaganda q apareceu foi da fatal model,Negativo
D3w0b0I8dUI,UgxBi5JGQgSy2fKwenJ4AaABAg,@BomDe_Gamesz,UCNQ3ClHOUuFRvmPdRNzyJsg,"""Tem muito pedo na internet? Tira as criança, que ai nao tem pedo.""

— Renanplay",2.0,2026-03-19T17:45:42Z,2026-03-19T17:45:42Z,0.0,pt,"""Tem muito pedo na internet? Tira as criança, que ai nao tem pedo."" — Renanplay",Neutro
Z96_tu8hBB8,UgxOGfo6tGJNAdejnZN4AaABAg,@kallebmiller5717,UCwgbzi-d_GIDNIjp1-HtUZg,Já derrubaram o rap do Alexandre de morais?,0.0,2025-08-12T14:44:52Z,2025-08-12T14:44:52Z,0.0,pt,Já derrubaram o rap do Alexandre de morais?,Neutro
vhwdlEHBzTA,UgwAjCILY8KXDmxm8TR4AaABAg,@nise.54,UCxOeQsfKjAuT2nY507OTa6g,Nossa o felca de terno ficou lindo❤,0.0,2025-08-27T18:41:57Z,2025-08-27T18:41:57Z,0.0,pt,Nossa o felca de terno ficou lindo❤,Positivo
txQ6-9o1_tc,Ugy22Ih-fOmXWV_R1UR4AaABAg,@LDZIN_2013,UCmg6TlKv8-xpnCB2e7e9twg,"Jogo o jogo , mas não concordo de culpar o felca e sim a comunidade.",0.0,2026-01-16T02:48:15Z,2026-01-16T02:48:15Z,0.0,pt,"Jogo o jogo , mas não concordo de culpar o felca e sim a comunidade.",Neutro
vXYC5nGihs0,Ugy5b6iIeIByvT9WW_J4AaABAg,@CeliaSantosPapaPapa,UCMasIQS0dLwRnBb2CK_StiA,BA não n a,1.0,2026-02-06T22:50:29Z,2026-02-06T22:50:29Z,0.0,pt,BA não n a,Neutro
nDMKTF88gmo,UgweIGYgaXBLbxLptdN4AaABAg,@lucianaruchel7397,UCv4rcopY6S3alKEsY02JqCg,N devolveeeee,0.0,2025-12-17T19:09:11Z,2025-12-17T19:09:11Z,0.0,pt,N devolveeeee,Neutro
VNZ77uDZklY,Ugw847wPDFzTLpilYMB4AaABAg,@wolflotbrook,UCyfkA65m6pmYdn60354N-OQ,40:00 tem um canal gringo o outdoor boys que ele parou com o canal por causa da atencão que tava trazendo a familia que estava virando um problema,1.0,2025-08-14T14:11:23Z,2025-08-14T14:11:31Z,0.0,pt,40:00 tem um canal gringo o outdoor boys que ele parou com o canal por causa da atencão que tava trazendo a familia que estava virando um problema,Neutro
rFKVXbacA8I,Ugw2j2V9E2plWZBJ4b94AaABAg,@user-oq4nz8yj6h,UC0lyI5KJxabxCSI9uJtBryA,duvido vc encosta num feica,0.0,2026-02-02T02:24:17Z,2026-02-02T02:24:17Z,0.0,pt,duvido vc encosta num feica,Neutro
utjwVu0Zjnc,UgznzN-WVB8GYdm9kAR4AaABAg,@HernestinoNetoRavi-q9u,UC0SZQWHaJ3em58HQuFlCMnA,Como a gente vai falar pelo jogo se ele bloqueia o chat o Celta é o chato,0.0,2026-02-03T01:10:38Z,2026-02-03T01:10:38Z,0.0,pt,Como a gente vai falar pelo jogo se ele bloqueia o chat o Celta é o chato,Negativo
-HxmC9NUpNc,UgzH-naGE_0lDzwU7wx4AaABAg,@FJX10,UCC5fKgkkbBLZYx0f9XuzqMA,Nunca imaginei ver um vídeo do Peter no canal do Fey kkkkkkkk,1.0,2026-03-16T22:47:37Z,2026-03-16T22:47:37Z,0.0,pt,Nunca imaginei ver um vídeo do Peter no canal do Fey kkkkkkkk,Neutro
0d8KT4qC7Fo,UgwTAifWSUe7SAE-8SF4AaABAg,@Jones-l6l,UC41Vet7eobJnMa1q4F7Fqdg,O steam deck é linux,0.0,2026-03-15T04:01:10Z,2026-03-15T04:01:10Z,0.0,pt,O steam deck é linux,Neutro
_B4HcThi6jA,Ugxbtwm3rQTjAO-Ke9B4AaABAg,@stopbanningmekid,UCnCPG2GfTeY5detgPSou2HQ,E engracado pra mim vendo as criancas todas 6 anos manda mensagem pro felca kkkkkk,1.0,2026-01-16T23:41:08Z,2026-01-16T23:41:08Z,0.0,pt,E engracado pra mim vendo as criancas todas 6 anos manda mensagem pro felca kkkkkk,Neutro
T4qpYqCw25I,Ugzaeumw34gEmT-0oo94AaABAg,@Ninguém-d8r,UC4BqqiA3ehODMHuHk8dUbEg,Faz notas da me um grrr,0.0,2025-11-16T19:44:40Z,2025-11-16T19:44:40Z,0.0,pt,Faz notas da me um grrr,Neutro
xCY4E3Tzo8Y,Ugwobo5uE0ggUb-DTiJ4AaABAg,@oyoydezz4248,UCQ_16OCLI_vpLmX9YuhpwLg,Ss,0.0,2026-01-13T21:02:21Z,2026-01-13T21:02:21Z,0.0,pt,Ss,Neutro
yTgOy8U4rYM,UgyQn9vw6iV-EZsghV54AaABAg,@jnytrix_,UCDjTwpXLq-RGico29sZsdLg,"Nasce o primeiro real influencer do Brasil, the 🐐",0.0,2025-08-09T17:41:45Z,2025-08-09T17:41:45Z,0.0,pt,"Nasce o primeiro real influencer do Brasil, the 🐐",Positivo
63lBbV42njg,UgzhA9k4J_0OwM6YlgF4AaABAg,@FamiliaRodrigues-b9p,UCw3qjHOK_wEih6WK1nfiCtw,O felca não tem o que fazer ele só e uma farsa,0.0,2026-01-23T17:11:20Z,2026-01-23T17:11:20Z,0.0,pt,O felca não tem o que fazer ele só e uma farsa,Negativo
TAHIkTnFfkA,UgxCfwZ5aL1q202U4-54AaABAg,@rubensdias16,UCsrtyMVWRxAnnQvshe-tnYA,Que linda essa mirela❤,2.0,2025-09-30T03:00:18Z,2025-09-30T03:00:18Z,0.0,pt,Que linda essa mirela❤,Positivo
9hLk_mt30AY,UgxXD0wyEyWYg2z-ZD54AaABAg,@chainhand18,UCFA2CKtcus-m65LU5kcoYxQ,"""bem morto"" foi bom demais kkkkkkkkk",15.0,2026-03-19T19:50:49Z,2026-03-19T19:50:49Z,0.0,pt,"""bem morto"" foi bom demais kkkkkkkkk",Neutro
sk96pfgDK68,UgyKb2HOQ4KlHkBtCx94AaABAg,@neusaspringermolliet2640,UCNAZIvcJtMLJWkRP58ehw6g,"Assista o Fonte Primária de ontem ,com Flávia Ferronato em voo solo.E veja  a vida real da campanha eleitoral de 26 .E as estratégias do PT.Nos bastidores o jogo é pesado
Só espero que a direita mais uma vez não sabote essa oportunidade pela soberba .",0.0,2026-03-18T13:26:27Z,2026-03-18T13:26:27Z,0.0,pt,"Assista o Fonte Primária de ontem ,com Flávia Ferronato em voo solo.E veja a vida real da campanha eleitoral de 26 .E as estratégias do PT.Nos bastidores o jogo é pesado Só espero que a direita mais uma vez não sabote essa oportunidade pela soberba .",Neutro
_B4HcThi6jA,Ugzj1DtHrF269NiKZfV4AaABAg,@Compadi-m2s,UCgw4aRJbS1ZFTt6r2fTN24Q,Esse tal de Roblox é tipo o antigo HABBO?,0.0,2026-01-16T00:03:48Z,2026-01-16T00:03:48Z,0.0,pt,Esse tal de Roblox é tipo o antigo HABBO?,Neutro
qbtPJZrGu2U,Ugx6hhuSd4csmT_pkoN4AaABAg,@chelleschz,UC0vr3FfnSzhlhwrYsF7essQ,Segmen khusus chef juna plisss,0.0,2025-10-29T12:12:43Z,2025-10-29T12:12:43Z,0.0,pt,Segmen khusus chef juna plisss,Neutro
23HiImc3akQ,Ugytyi-gpQ0-Mj4voFd4AaABAg,@angeliadomingos2998,UCRx9aUk6YIWjeMnlVlRtrlw,Ele vai acabar se matando,0.0,2025-11-07T12:27:46Z,2025-11-07T12:27:46Z,0.0,pt,Ele vai acabar se matando,Negativo
