,arquivo,duracao_segundos,frequencia_amostragem,amplitude_media,amplitude_maxima,amplitude_ratio (mean/max),snr_estimado_db,zero_crossing_rate,regioes_silencio,silencio/tempo,cluster,resposta_1,resposta_2,resposta_3,classificacao
2228,AKpqzVycj6s,75.28535416666666,48000,0.06377422,1.0023565,0.0636242851614952,37.391056,0.0597846748167233,27,0.35863549157552504,54,Boa,Boa,Boa,Boa
2232,PnlJPJhN1rY,39.880291666666665,48000,0.031649906,0.78961813,0.0400825478136539,20.796116,0.0639137825120353,2,0.050150084576028056,72,Boa,Boa,Boa,Boa
2245,13Mq-rp-Db0,107.91475,48000,0.07335568,1.0246601,0.0715902596712112,24.101074,0.045570616336603,1,0.009266573846485304,53,Boa,Boa,Boa,Boa
2246,Xr4n4NL3tRY,102.77152083333333,48000,0.12236212,1.0250698,0.1193695440888404,31.851711,0.026690360258822,15,0.14595483143940047,35,Boa,Boa,Boa,Boa
2261,CWZ_dp-sCR8,59.24572916666666,48000,0.05150078,0.49864012,0.1032824590802192,47.95501,0.0243614986498649,0,0.0,9,Boa,Ruim,Boa,Boa
2262,n7ct0UdtTlM,15.000979166666667,48000,0.15360859,1.0104749,0.1520162373781204,33.689407,0.0171460637659914,1,0.06666231509887549,4,Ruim,Boa,Ruim,Ruim
2267,rbptGCEsaaI,37.697604166666665,48000,0.086284176,0.9643078,0.0894778370857238,29.84336,0.0830080887553041,4,0.10610753888537347,16,Boa,Boa,Boa,Boa
2276,2G9CmHhgIZE,25.62133333333333,48000,0.039501928,0.44688225,0.0883944854140281,40.824615,0.0566778099641073,5,0.19514987510407997,67,Boa,Boa,Boa,Boa
2280,ZI5oNApyXNs,28.374791666666667,48000,0.14548774,0.963341,0.1510241329669952,33.983414,0.0376985787180571,0,0.0,4,Ruim,Ruim,Ruim,Ruim
2281,s2yReXncnEI,58.421416666666666,48000,0.14163856,1.0951871,0.129328191280365,34.41116,0.0632392852660642,6,0.10270206274240183,63,Boa,Ruim,Boa,Boa
2286,K43_CEwVGtY,75.41333333333333,48000,0.047864642,0.83173966,0.0575476251542568,29.130781,0.0498835472351859,21,0.2784653465346535,2,Boa,Boa,Ruim,Boa
2331,UoHFi3_Jros,14.384770833333333,48000,0.086196676,0.9526032,0.090485394001007,32.25344,0.0611893503289473,2,0.13903593065003644,24,Boa,Boa,Boa,Boa
2332,ft3rf3820LU,45.139604166666665,48000,0.071898185,1.0429118,0.0689398571848869,20.782728,0.039503476119447,2,0.044306990212308946,53,Boa,Boa,Ruim,Boa
2334,aeQe7vLBrzM,27.260229166666665,48000,0.17151524,1.1503378,0.1490998864173889,32.10941,0.080677396628032,0,0.0,58,Boa,Boa,Boa,Boa
2342,1Ytgn6D0d8Q,46.06839583333333,48000,0.04957504,1.0333087,0.0479769855737686,21.35767,0.0326031461637531,6,0.13024113150600808,17,Boa,Boa,Boa,Boa
2347,U5QNlwxicl8,54.07929166666667,48000,0.04863489,0.55355555,0.0878590941429138,30.512886,0.0544924764238165,4,0.07396546583219239,46,Boa,Boa,Boa,Boa
2360,HpYRSL662qM,41.19220833333333,48000,0.05039428,0.90777403,0.0555141270160675,28.009663,0.0349609122135551,15,0.3641465366124055,52,Ruim,Ruim,Ruim,Ruim
2367,pwgPvk9IEAs,20.665770833333333,48000,0.12689884,0.61955273,0.2048233151435852,52.7349,0.039259021865325,0,0.0,26,Ruim,Ruim,Boa,Ruim
2370,LIQ2cED5J8s,43.35166666666667,48000,0.026284114,0.27906707,0.0941856503486633,31.904552,0.0845094124769372,1,0.023067163892199455,14,Boa,Boa,Boa,Boa
2374,cJFUH9wS7_Q,15.081375,48000,0.10357575,1.0231111,0.1012360751628875,27.14366,0.0626084302068599,0,0.0,76,Boa,Boa,Boa,Boa
2377,c422IN6G1qA,23.405729166666667,48000,0.10053393,0.59307796,0.1695121675729751,29.026701,0.0407184296697038,0,0.0,55,Boa,Boa,Boa,Boa
2384,hCBvJKvGnwM,89.6058125,48000,0.034807436,0.9024477,0.0385700315237045,20.929684,0.0419478405658552,20,0.22319980637416797,2,Boa,Boa,Ruim,Boa
2385,aipxUnaR89Y,26.853895833333333,48000,0.016673455,0.23822868,0.0699892863631248,26.366787,0.0555954161288721,3,0.11171563405992457,0,Boa,Boa,Boa,Boa
2412,dSD1Ko32G3U,69.86885416666667,48000,0.043121893,0.88922596,0.0484937392175197,23.46884,0.0433693031121202,18,0.2576255216245913,2,Boa,Boa,Ruim,Boa
2415,UWOdqouY2Ug,94.13370833333332,48000,0.11445625,1.1435528,0.1000882983207702,24.359463,0.0636906073851405,0,0.0,76,Ruim,Boa,Boa,Boa
2448,3Llfu0gsBiM,10.7740625,48000,0.24186109,0.91064453,0.2655932903289795,36.51799,0.0536877550074183,0,0.0,57,Ruim,Ruim,Ruim,Ruim
2457,CNOnnPUDOOg,11.029333333333334,48000,0.070820145,0.9284297,0.0762794911861419,31.552994,0.0435627075785024,1,0.09066731141199226,17,Ruim,Ruim,Ruim,Ruim
2498,Qc3Gam07mOI,55.97170833333333,48000,0.039214287,1.0364224,0.0378362014889717,24.08885,0.0749505205852229,13,0.23226019692984776,8,Boa,Boa,Boa,Boa
2504,RaCf8r0WOOY,59.58241666666667,48000,0.028646195,0.4291345,0.0667534247040748,35.202766,0.06171958915145,4,0.06713389996209732,68,Boa,Boa,Boa,Boa
2514,LdyuDROjkig,34.5513125,48000,0.04154942,0.73785996,0.0563107132911682,22.801418,0.0305135091145833,0,0.0,25,Boa,Boa,Boa,Boa
2533,ipVvza5RIc4,62.984145833333336,48000,0.052867457,0.57166564,0.092479683458805,27.626448,0.0631515102402624,0,0.0,21,Boa,Boa,Boa,Boa
2543,TQi0ddZTFGU,72.77135416666667,48000,0.042859014,0.81457436,0.0526152253150939,23.383564,0.0451759272405833,12,0.16490005081555384,17,Boa,Boa,Boa,Boa
2558,2war6OtJLNA,30.8245,48000,0.060329244,0.7426382,0.0812363922595977,43.77354,0.039961849859429,0,0.0,22,Boa,Ruim,Boa,Boa
2577,Hi9MXQI2Up4,91.80097916666666,48000,0.16627827,1.0731523,0.1549437791109085,30.985546,0.0375690072397467,1,0.010893129997932575,4,Boa,Ruim,Boa,Boa
2597,MI5AG4I5bKE,58.7929375,48000,0.06527344,0.6122757,0.1066079214215278,28.607933,0.0550150878197568,0,0.0,22,Boa,Boa,Boa,Boa
2601,15V2YPc_E_s,83.84727083333334,48000,0.016197355,0.2845025,0.0569322071969509,29.160946,0.0649305983454713,11,0.1311909128427704,68,Boa,Boa,Boa,Boa
2603,9hFAy9SjRS0,14.890666666666666,48000,0.18247704,1.1141872,0.1637759208679199,45.4953,0.0599456983715103,0,0.0,41,Ruim,Ruim,Ruim,Ruim
2605,o8nbHwxxnOk,41.85397916666667,48000,0.047202386,0.873123,0.0540615543723106,25.245916,0.0609782896518221,2,0.04778518171559753,12,Boa,Boa,Boa,Boa
2617,AIJ3q4Kz61g,71.80772916666666,48000,0.05686498,0.74574375,0.076252706348896,27.895994,0.0421614032094845,2,0.027852154958945635,25,Ruim,Ruim,Boa,Ruim
2646,TwbNjNuLtpU,15.975333333333332,48000,0.11937318,0.5765387,0.20705147087574,85.529396,0.0309038353220961,0,0.0,31,Ruim,Boa,Ruim,Ruim
2656,BcUqALMQBl0,51.501875,48000,0.14013745,1.0787967,0.1299016177654266,50.82157,0.0355398778862083,0,0.0,61,Boa,Ruim,Ruim,Ruim
2679,8R3UHC4LbRo,58.28210416666667,48000,0.05241737,0.61640996,0.0850365459918975,25.291035,0.0466735750480417,0,0.0,22,Boa,Boa,Boa,Boa
2692,IneIRLZE3Tk,58.514291666666665,48000,0.063141495,0.48332494,0.130639836192131,45.58938,0.0521471202264856,0,0.0,50,Ruim,Boa,Boa,Boa
2717,Z4iAXJRKGOs,69.44,48000,0.09796187,0.8332535,0.1175655126571655,41.300415,0.0552539992416679,18,0.25921658986175117,63,Boa,Ruim,Boa,Boa
2719,iIKSbEn6eas,73.5724375,48000,0.034213442,0.6191544,0.0552583374083042,26.478367,0.0370907583040374,13,0.1766966059810102,60,Boa,Boa,Boa,Boa
2728,hf72jV4J5KQ,79.43547916666667,48000,0.06169409,0.8869233,0.0695596635341644,27.17679,0.0686673042469454,4,0.0503553329313649,77,Boa,Boa,Boa,Boa
2729,eNCjDvmXKg4,37.72083333333333,48000,0.15705943,1.060676,0.1480748504400253,30.57837,0.0395696940380265,0,0.0,4,Boa,Boa,Boa,Boa
2731,koqEKaaWvHw,75.97570833333333,48000,0.055479232,0.67143047,0.0826284065842628,22.293049,0.0746874945160045,0,0.0,72,Boa,Boa,Boa,Boa
2749,mmPsIJGyEHo,80.832,48000,0.02462969,0.29788572,0.0826816707849502,32.1386,0.0618000163898601,0,0.0,0,Boa,Boa,Boa,Boa
2750,aNNvWSiU9og,26.853895833333333,48000,0.016678607,0.23902415,0.0697779133915901,26.372566,0.0556012336179507,3,0.11171563405992457,0,Boa,Boa,Boa,Boa
2755,CrrC6hoJcSo,23.695979166666667,48000,0.16362132,1.3014675,0.1257206350564956,47.92981,0.0564272491702295,0,0.0,36,Boa,Boa,Boa,Boa
2756,bZqwKHyXXzI,47.926,48000,0.03936062,0.28197157,0.1395907402038574,29.581467,0.0534685353040164,0,0.0,50,Boa,Boa,Boa,Boa
2759,CBKQvnEWsqo,104.06022916666667,48000,0.033188436,0.38646892,0.0858760848641395,33.42652,0.0684359504727859,3,0.028829457940123215,14,Boa,Boa,Boa,Boa
2760,bpOS1m6qRRs,85.403,48000,0.052895706,0.9251206,0.0571770928800106,28.207275,0.0540706691215499,11,0.12880109598023487,64,Ruim,Boa,Boa,Boa
2781,OMer_q3d6bA,15.673479166666668,48000,0.02956076,0.52267736,0.0565564185380935,24.450796,0.0437068186649659,5,0.31901021763142884,19,Boa,Boa,Boa,Boa
2786,K_pIJh3-cR4,34.49325,48000,0.100385375,0.99141794,0.1012543439865112,28.863699,0.0470711278119202,3,0.08697353830097192,1,Boa,Boa,Boa,Boa
2818,1Hw8MtsTvGg,31.3005,48000,0.10571373,1.25429,0.0842817351222038,25.460073,0.0496346624787052,6,0.1916902285905976,43,Boa,Boa,Boa,Boa
2823,hPf3-DRWGFg,79.19166666666666,48000,0.019779747,0.6143686,0.0321952439844608,41.461277,0.0789366319444444,31,0.3914553298958224,11,Boa,Boa,Boa,Boa
2857,_9EBME35xsA,89.06666666666666,48000,0.058386903,0.8258047,0.0707030370831489,27.32587,0.0437150584510837,0,0.0,25,Boa,Boa,Boa,Boa
2876,s-Hc5BlDxqs,60.26739583333333,48000,0.08739121,0.65366924,0.1336933225393295,180.5339,0.0234856282350468,0,0.0,33,Boa,Boa,Ruim,Boa
2914,HXgD2_0-uSw,37.61633333333333,48000,0.11651931,1.0099075,0.1153762191534042,26.247402,0.0754277548642614,0,0.0,76,Boa,Boa,Boa,Boa
2937,MGExjlp6hD4,50.41054166666667,48000,0.07093953,1.0110939,0.0701611787080764,25.366161,0.0395167896014071,0,0.0,53,Boa,Boa,Boa,Boa
2948,gemYZ8FCYJY,38.97470833333333,48000,0.045842823,0.89396703,0.0512802153825759,23.690605,0.0454117598009031,9,0.23091898271635558,2,Boa,Boa,Boa,Boa
2957,bnoybpAZxck,104.55466666666666,48000,0.056680024,0.8194427,0.0691689923405647,25.561958,0.0840290540045139,1,0.009564374617425016,16,Boa,Boa,Boa,Boa
2975,eomnrC2F_H8,82.68627083333334,48000,0.0407214,0.48588705,0.0838083699345588,35.558792,0.057880350433759,7,0.08465734310487356,46,Boa,Boa,Boa,Boa
2986,lVCg2cpUD1k,9.822041666666667,48000,0.10803388,0.64980674,0.1662553995847702,28.511963,0.0438127714440825,0,0.0,55,Ruim,Ruim,Ruim,Ruim
3010,U4Js5zZK9tc,65.34095833333333,48000,0.058649745,0.94511956,0.0620553717017173,22.989004,0.0483056497153525,9,0.13773902663145818,17,Boa,Ruim,Boa,Boa
3059,ZL-7gKzZLKM,25.40264583333333,48000,0.07465545,0.809834,0.092186115682125,34.496284,0.0367030889221242,0,0.0,48,Boa,Boa,Boa,Boa
3062,8SuVwgNmYuM,75.0236875,48000,0.10452453,1.0063746,0.1038624495267868,37.455826,0.0551147634480736,1,0.013329123551811553,1,Ruim,Ruim,Ruim,Ruim
3073,CsLN2WEex5M,12.8,48000,0.0491207,1.0116224,0.0485563576221466,31.025547,0.094234215627602,6,0.46875,40,Boa,Boa,Boa,Boa
3128,PwQgTrKH--s,52.27972916666667,48000,0.029906508,0.49068463,0.0609485320746898,22.019634,0.0389991489443084,0,0.0,70,Boa,Boa,Boa,Boa
3133,sqStiPkclM0,18.378604166666666,48000,0.07061404,0.9024498,0.0782470554113388,39.98969,0.0572774026951538,0,0.0,56,Boa,Boa,Boa,Boa
3137,sjbcn2-kyjs,57.748041666666666,48000,0.14572744,1.0961604,0.1329435408115387,30.901993,0.0422114360627539,2,0.034633209062644985,36,Boa,Boa,Boa,Boa
3139,WDZsLCywjgE,64.66133333333333,48000,0.015112071,0.31221125,0.0484033524990081,32.440033,0.0416567609114712,15,0.23197789508413066,60,Boa,Boa,Boa,Boa
3143,3BznfisDwhs,42.3648125,48000,0.05888464,0.9392915,0.0626904889941215,29.942284,0.0790302626195871,1,0.023604494885938656,77,Ruim,Boa,Boa,Boa
3153,pxzlOZaMooE,79.53995833333333,48000,0.16696303,1.0532537,0.1585211902856826,31.804783,0.0367906203902373,0,0.0,4,Boa,Boa,Boa,Boa
3160,ZAe0BloFW6E,80.4339375,48000,0.07028701,0.8368822,0.0839867442846298,27.862787,0.0267222128406378,5,0.062162815291741745,48,Ruim,Boa,Boa,Boa
3162,fzDxrK6CVYE,23.928979166666668,48000,0.13124548,1.0447508,0.1256237179040908,29.8288,0.0400923730642825,0,0.0,20,Boa,Ruim,Boa,Boa
3163,Tj_F5DnsnN0,54.0560625,48000,0.044583723,0.85765505,0.0519832819700241,19.898727,0.0391420817506906,5,0.09249656317457454,17,Boa,Boa,Boa,Boa
3168,4v2xgIkhBQM,21.652625,48000,0.04923899,0.82075226,0.0599925145506858,26.389816,0.045304321890394,6,0.2771026607628405,2,Boa,Boa,Boa,Boa
3175,2tqXuAADf9I,32.10666666666667,48000,0.041983794,1.0313163,0.0407089404761791,29.19455,0.0515716461516107,9,0.2803156146179402,2,Boa,Boa,Boa,Boa
3236,ZdLlQNRZQdc,12.051166666666669,48000,0.08959551,0.91871256,0.0975228995084762,29.738098,0.0630863696073008,0,0.0,56,Boa,Boa,Boa,Boa
3246,4Aegg62pnUM,34.562916666666666,48000,0.08342823,1.0132186,0.082339808344841,55.744156,0.0447095984553378,0,0.0,61,Boa,Ruim,Ruim,Ruim
3261,S-phi9b7B2c,10.602666666666666,48000,0.17457272,1.1573553,0.1508376151323318,42.15624,0.0536064109610552,0,0.0,36,Ruim,Boa,Boa,Boa
3297,TfobYyj8450,86.16927083333333,48000,0.19444811,1.2707458,0.1530188918113708,27.022753,0.0512323012400977,2,0.023210130254767446,41,Boa,Ruim,Ruim,Ruim
3308,UYzkLh7ogbg,28.885354166666666,48000,0.018629601,0.30455366,0.0611701756715774,26.950619,0.0631948409814507,1,0.034619620525684514,0,Boa,Boa,Boa,Boa
3318,tXDYbLktjc8,11.192020833333334,48000,0.11371281,0.85349286,0.133232295513153,42.011562,0.0419256882440476,0,0.0,61,Ruim,Ruim,Ruim,Ruim
3323,rao2ziRzam8,108.14695833333332,48000,0.11848596,1.0781772,0.1098946928977966,32.515724,0.0438673435342489,4,0.03698670828698758,1,Boa,Boa,Boa,Boa
3327,21_c_cHBA28,78.61116666666666,48000,0.05452058,0.8667525,0.0629021301865577,24.988682,0.0391991127459294,0,0.0,48,Ruim,Boa,Boa,Boa
3332,rBloiFKZJTk,40.0544375,48000,0.029574443,0.52332246,0.0565128475427627,28.438013,0.0449803751497603,14,0.34952431924677513,19,Boa,Boa,Boa,Boa
3347,gJNLXctz-PY,40.8206875,48000,0.04794116,0.80577815,0.0594967231154441,30.222338,0.0818567089103736,0,0.0,72,Boa,Boa,Boa,Boa
3366,GOFl4lQyryQ,80.45714583333333,48000,0.05688664,0.97200704,0.0585249252617359,25.08209,0.0351926946962415,8,0.09943181450373556,17,Boa,Boa,Boa,Boa
3371,VTJ7Jh3irbU,16.346854166666667,48000,0.09815655,0.8434676,0.116372637450695,32.42783,0.0264761191291585,0,0.0,20,Ruim,Ruim,Ruim,Ruim
3379,PnobetspWm8,47.2990625,48000,0.22699077,1.1264572,0.201508566737175,57.302162,0.0331039273886696,0,0.0,57,Ruim,Ruim,Ruim,Ruim
3380,D-ogvSZRwUE,73.68854166666667,48000,0.0851714,0.9025546,0.0943670347332954,30.18203,0.0438528719333478,1,0.013570630892975786,53,Boa,Boa,Boa,Boa
3410,ppJilVVgijU,23.231583333333333,48000,0.041195713,1.047136,0.0393413230776786,20.906374,0.0458733284550045,0,0.0,12,Boa,Boa,Boa,Boa
3464,g3wvdYEGc3s,28.67664583333333,48000,0.20592362,1.3641655,0.1509520709514618,43.779327,0.0906049530494607,5,0.17435790883842037,32,Boa,Boa,Boa,Boa
3475,JV3U4WhAmwI,38.3129375,48000,0.032215457,0.40981156,0.0786104202270507,172.02315,0.0456382564553173,0,0.0,69,Boa,Boa,Boa,Boa
3481,SOkcI1hADg0,14.5473125,48000,0.048752237,0.6833155,0.0713465958833694,26.407576,0.0549062242256231,0,0.0,42,Boa,Boa,Boa,Boa
3498,Cqg4SJnwL1A,16.265583333333332,48000,0.04660901,0.7937419,0.0587206147611141,42.827843,0.0374455686475409,0,0.0,48,Ruim,Ruim,Ruim,Ruim
3538,eO8HuolF_3U,59.257333333333335,48000,0.063362,0.9898498,0.0640117302536964,24.29388,0.0430506575098992,8,0.13500438764259837,17,Boa,Boa,Boa,Boa
3553,4Jfy5uDQyQg,25.507125,48000,0.08130414,0.8294474,0.0980220586061477,31.292408,0.0372093991691053,8,0.31363785608923,35,Ruim,Ruim,Ruim,Ruim
3564,PsEM5t77cVs,55.936875,48000,0.07686056,0.6971786,0.1102451533079147,29.790478,0.0401869898415157,1,0.017877294718376742,22,Boa,Boa,Boa,Boa
3579,IxbbPdXKmtQ,64.0986875,48000,0.0738367,1.2994635,0.056820910423994,19.191109,0.0685818232633111,0,0.0,77,Boa,Boa,Boa,Boa
3580,5on-ak7HaRM,31.881,48000,0.028009556,0.7221519,0.0387862399220466,30.43971,0.0812035079144362,4,0.1254665788400615,30,Boa,Boa,Boa,Boa
3590,8urwCR5pC3o,54.3463125,48000,0.081761934,1.0375062,0.0788062140345573,33.710304,0.0969557892235034,12,0.2208061494512622,8,Boa,Ruim,Boa,Boa
3593,eRjup53s73E,22.151854166666663,48000,0.0060579213,0.30405635,0.0199236795306205,27.409584,0.0518581957902022,11,0.4965724276278604,65,Boa,Ruim,Boa,Boa
3596,NEgsXtsuImc,73.83945833333334,48000,0.083850265,1.0783615,0.0777570977807045,50.746456,0.0324993736909576,0,0.0,61,Boa,Boa,Boa,Boa
3611,qynthHjVz_I,65.74933333333334,48000,0.028315805,0.46108297,0.0614115186035633,25.357313,0.0370280343927412,2,0.0304185593770279,70,Boa,Boa,Boa,Boa
3613,_EYMN2FqnV0,47.36,48000,0.06872251,0.99999475,0.0687228664755821,27.82063,0.0644438893267282,0,0.0,77,Boa,Boa,Boa,Boa
3638,JDD20nI8jrA,59.5591875,48000,0.13055511,1.1434884,0.1141726523637771,25.164776,0.0699706856364165,0,0.0,76,Boa,Boa,Ruim,Boa
3667,Y6dfUgydYTM,46.20772916666667,48000,0.08532049,0.97960186,0.0870971083641052,35.936394,0.0560675820925669,7,0.151489807576384,24,Boa,Boa,Ruim,Boa
3674,sDJDrY-FIlo,59.4,48000,0.057439122,0.8090665,0.0709943175315857,24.77903,0.0396792301692404,0,0.0,25,Boa,Boa,Boa,Boa
3717,MDPs3lprL7U,55.96010416666667,48000,0.047880262,0.6022058,0.0795081332325935,24.426407,0.0528274341290261,1,0.01786987381263065,42,Boa,Boa,Boa,Boa
3718,Rd7Jyrvz5zs,47.95733333333333,48000,0.12250088,0.9032283,0.1356256008148193,86.999855,0.0635182569629753,0,0.0,31,Ruim,Boa,Ruim,Ruim
3731,77mPe0CKn2Y,111.90858333333334,48000,0.09494413,1.0091493,0.0940833315253257,30.887949,0.0663309973521492,9,0.08042278556232281,76,Boa,Boa,Boa,Boa
3736,pijDm04XIXE,64.81066666666666,48000,0.0796507,0.8899385,0.0895013585686683,22.897835,0.0487193323700016,0,0.0,53,Boa,Boa,Boa,Boa
3737,cCD1O5XSzVw,30.75483333333333,48000,0.05774229,0.4567728,0.1264135837554931,32.80888,0.0535849731276005,0,0.0,21,Boa,Boa,Boa,Boa
3740,Ar4vaDmiVmc,67.80227083333334,48000,0.10251733,1.0317397,0.0993635579943656,28.454885,0.073690527543456,0,0.0,76,Boa,Boa,Boa,Boa
3776,FcREB0Ujw2o,69.568,48000,0.031309895,0.8246471,0.0379676260054111,34.183693,0.0722548458339721,20,0.2874885004599816,11,Boa,Boa,Boa,Boa
3779,jwTrVQr8ExQ,66.54839583333333,48000,0.033994116,0.6245165,0.0544326938688755,29.614609,0.0731710466671341,0,0.0,72,Boa,Boa,Boa,Boa
3784,PjYv_ga9hHk,77.20635416666667,48000,0.07304383,1.1081458,0.065915361046791,25.4803,0.059728148958765,1,0.012952301799425511,77,Boa,Boa,Boa,Boa
3834,NrNLSRnhmSA,59.050666666666665,48000,0.06826162,0.90673125,0.0752831920981407,46.135986,0.0698025251997923,1,0.016934609826589595,56,Boa,Boa,Boa,Boa
3850,ocAZWCW_dac,36.049,48000,0.027969943,0.7340152,0.0381053984165191,21.924208,0.0785820774778106,7,0.19418014369330633,30,Ruim,Boa,Ruim,Ruim
3856,lo4iFLHxH7g,27.353125,48000,0.05270037,0.8160852,0.064577043056488,26.54151,0.0643845942982456,0,0.0,56,Ruim,Boa,Boa,Boa
3876,Ond73JU7-W8,97.01297916666668,48000,0.21721113,1.2033945,0.1804986894130706,31.209543,0.0588691631734469,0,0.0,41,Boa,Boa,Boa,Boa
3900,cJIl0UVQ67w,39.0908125,48000,0.19765018,1.1043162,0.1789796948432922,57.488937,0.0581036035555934,0,0.0,41,Boa,Boa,Boa,Boa
3904,HrzvDdfYwo4,25.878645833333334,48000,0.25229594,1.1674685,0.2161051332950592,34.573036,0.0478296330989905,0,0.0,41,Boa,Ruim,Ruim,Ruim
3913,bZwC5VjXAnQ,115.85597916666669,48000,0.095082454,0.6752235,0.140816256403923,34.157757,0.0482197289000644,16,0.1381024968679684,46,Boa,Boa,Boa,Boa
3923,F7FqSEm_9aY,44.650666666666666,48000,0.035221282,0.39744157,0.0886200293898582,34.35377,0.0309383956293288,0,0.0,9,Boa,Boa,Boa,Boa
3940,35NMXfx-j08,27.771083333333333,48000,0.09727875,0.98904264,0.0983564779162406,35.108078,0.0526184925835253,0,0.0,1,Boa,Boa,Boa,Boa
3945,SuxR0bsiLs8,58.35175,48000,0.05156335,1.0382103,0.0496656112372875,32.24115,0.0597517557062237,8,0.13709957284914334,24,Boa,Ruim,Boa,Boa
3959,ZdGv7y1kdrg,90.6739375,48000,0.043004174,1.0614201,0.0405156947672367,21.370018,0.0623029298942771,0,0.0,12,Boa,Boa,Boa,Boa
3975,5wEbAimX6TQ,30.56908333333333,48000,0.046405256,1.0601988,0.0437703356146812,25.017513,0.0243377366102582,2,0.06542557976604904,48,Ruim,Ruim,Ruim,Ruim
3980,eo3ixN_dvcw,39.8570625,48000,0.0701972,0.9131901,0.0768703073263168,30.543972,0.0580181870066229,8,0.20071725055001233,24,Boa,Boa,Boa,Boa
4008,cXDCL7FWKyk,106.84,48000,0.06781251,0.56409746,0.1202141717076301,38.6987,0.0405147187281621,24,0.22463496817671283,46,Boa,Boa,Boa,Boa
4073,WUrONT9lTfk,42.28266666666666,48000,0.028348016,0.6295195,0.0450311936438083,24.350487,0.0698738473360655,1,0.02365035317860747,72,Boa,Boa,Boa,Boa
4091,XYiP004L-Rs,83.59185416666666,48000,0.046960786,0.7530411,0.0623615197837352,37.376476,0.0741730184142529,10,0.11962888130297784,72,Boa,Boa,Boa,Boa
4093,35zAK91XtMk,17.206,48000,0.082938604,0.74510735,0.1113109439611435,33.474487,0.0488974040621127,2,0.11623852144600721,46,Boa,Boa,Ruim,Boa
4094,LzJN4vQXciU,25.62322916666667,48000,0.022719532,0.39256254,0.0578749366104602,24.387533,0.0613043916458593,0,0.0,42,Boa,Boa,Boa,Boa
4131,R3YFPvAG_tI,29.37325,48000,0.089169115,1.1223543,0.0794482752680778,22.95443,0.0526269318491285,0,0.0,1,Boa,Ruim,Ruim,Ruim
4175,gP3NtzfQMSE,13.6765625,48000,0.15030159,1.1393948,0.1319135278463363,45.687313,0.0777113119885035,0,0.0,58,Ruim,Ruim,Ruim,Ruim
4185,31iGP9D5w-w,78.18160416666667,48000,0.068711154,0.9981518,0.0688383802771568,24.823572,0.0559841431829809,0,0.0,12,Boa,Boa,Boa,Boa
4187,Ch8x2hL41Jk,39.311395833333336,48000,0.04225274,0.74626416,0.0566190145909786,28.762539,0.0784600144550325,4,0.10175166552107716,72,Boa,Boa,Boa,Boa
4191,Aj_tZykDbPE,29.98858333333333,48000,0.11953729,0.9322324,0.1282269209623336,30.135183,0.0440420310833037,0,0.0,20,Boa,Boa,Ruim,Boa
4248,1s72KZaN92M,59.10639583333333,48000,0.08253721,0.7279714,0.1133797466754913,35.184296,0.0356017119271021,0,0.0,22,Ruim,Boa,Boa,Boa
4249,DTXKLQ-dqso,58.549125,48000,0.05853053,1.0810554,0.054142028093338,28.575108,0.0514334777509564,8,0.1366373963744121,24,Boa,Boa,Boa,Boa
4260,RLUPb8SHH7c,33.70666666666666,48000,0.028752059,0.59655875,0.0481965243816375,21.562185,0.0311075781991458,0,0.0,70,Boa,Boa,Boa,Boa
4286,BghqFHB-5mI,18.87783333333333,48000,0.07030676,0.6974348,0.1008076518774032,90.444954,0.0560767567090395,0,0.0,31,Boa,Boa,Boa,Boa
4296,d5CMIVq6zqk,28.394666666666662,48000,0.21344146,1.109387,0.1923958510160446,59.865154,0.0590431594418888,0,0.0,27,Boa,Boa,Ruim,Boa
4303,YZbBqikdpcI,42.86497916666666,48000,0.10105523,1.0165966,0.099405437707901,27.860926,0.0680665763405075,0,0.0,76,Boa,Boa,Boa,Boa
4305,sDCSRQXMAjk,86.5175625,48000,0.05705237,0.9648013,0.0591338016092777,25.178967,0.0403039695243158,6,0.06935008137798612,17,Boa,Boa,Boa,Boa
4332,qRhR2VJi00o,36.71075,48000,0.08609118,0.93973386,0.0916123017668724,27.024673,0.0365687475032684,0,0.0,53,Boa,Ruim,Ruim,Ruim
4373,RR08_9smajs,16.512,48000,0.040668607,0.44276053,0.0918523743748664,28.273056,0.0431096549184958,5,0.3028100775193798,19,Boa,Boa,Boa,Boa
4459,tH4NEDttfNM,44.73325,48000,0.06664207,0.87647617,0.076034091413021,27.909498,0.0562303476692894,0,0.0,12,Boa,Boa,Boa,Boa
4512,7u2ii0LhO2Q,57.237208333333335,48000,0.115010686,0.99863386,0.1151680201292038,82.06448,0.0407871355816716,0,0.0,31,Ruim,Boa,Ruim,Ruim
4531,eHA00A3FHNI,59.97714583333333,48000,0.1462609,1.1430019,0.1279620826244354,29.454662,0.064003225452383,0,0.0,36,Boa,Boa,Boa,Boa
4535,QnMmUFPPjSM,43.769625,48000,0.034617018,0.81761265,0.0423391424119472,28.284534,0.0550426460846125,4,0.09138757757234613,64,Ruim,Boa,Ruim,Ruim
4546,fQ46li-EY9A,10.077479166666668,48000,0.048380442,0.8224397,0.0588255226612091,27.216604,0.0781994047619047,2,0.1984623304025684,11,Boa,Boa,Boa,Boa
